Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Mother's occupation,Father's occupation
1,1,6,Tourism,daytime,Secondary education,102.0,Portuguese,3,1,101.7,yes,no,no,yes,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
1,17,2,Tourism,daytime,Secondary education,140.0,Portuguese,3,3,124.3,no,no,no,no,1,0,18,0,0,6,9,5,11.2,0,0,6,14,2,10.0,0,9.4,-0.8,-3.12,Dropout,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
1,1,5,Informatics Engineering,daytime,Secondary education,135.0,Portuguese,37,37,122.1,yes,no,no,yes,1,0,20,0,0,5,10,3,10.666666666666666,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate,Other Situation,Other Situation
1,43,1,Social Service (evening attendance),evening,Secondary education,148.0,Portuguese,37,37,134.7,no,no,no,yes,0,0,23,0,9,13,15,9,11.0,0,4,11,12,7,11.571428571428571,0,15.5,2.8,-4.06,Enrolled,Unskilled Workers,Unskilled Workers
1,39,1,Management (evening attendance),evening,Secondary education,140.0,Portuguese,1,37,154.5,no,no,no,yes,0,0,26,0,0,1,2,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,17,3,Advertising and Marketing Management,daytime,Secondary education,147.0,Portuguese,37,37,128.8,no,no,yes,yes,0,0,19,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers
1,39,1,Oral Hygiene,daytime,Secondary education,140.0,Portuguese,37,38,106.0,yes,no,yes,no,0,1,24,0,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,Dropout,Unskilled Workers,Unskilled Workers
1,1,1,Advertising and Marketing Management,daytime,Secondary education,157.0,Portuguese,19,38,146.2,yes,no,no,yes,0,1,20,0,0,6,8,6,15.25,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Management (evening attendance),evening,Secondary education,120.0,Portuguese,38,3,116.9,yes,no,yes,no,0,0,26,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,Unskilled Workers,Intermediate Level Technicians and Professions
1,39,1,Management,daytime,Other - 11th year of schooling,133.1,Portuguese,19,37,118.2,no,no,no,yes,0,0,31,0,0,5,8,1,13.0,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers
2,43,1,Nursing,daytime,Secondary education,140.0,Portuguese,37,37,105.7,yes,no,no,yes,0,0,27,0,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Armed Forces Professions
1,1,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,19,38,126.9,no,no,yes,yes,0,0,24,0,0,6,8,6,13.285714285714286,0,0,6,13,6,12.875,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Unskilled Workers
1,44,1,Veterinary Nursing,daytime,Technological specialization course,150.0,Portuguese,19,38,150.0,yes,no,no,yes,0,0,23,0,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Enrolled,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport"
1,1,2,Nursing,daytime,Secondary education,115.0,Portuguese,38,38,108.4,yes,no,no,yes,0,1,20,0,0,7,8,7,11.9625,0,0,8,9,8,13.044444444444444,0,13.9,-0.3,0.79,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,1,6,Nursing,daytime,Secondary education,118.0,Portuguese,38,38,114.2,yes,no,no,yes,0,0,20,0,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,39,1,Nursing,daytime,Secondary education,130.0,Portuguese,38,1,140.0,yes,no,no,yes,0,0,24,0,0,8,8,7,14.985714285714286,0,0,8,8,7,14.985714285714286,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Administrative staff
2,39,1,Management,daytime,Secondary education,130.0,Portuguese,37,37,142.5,no,no,no,yes,0,0,39,0,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Enrolled,Unskilled Workers,Unskilled Workers
1,1,2,Journalism and Communication,daytime,Secondary education,130.0,Portuguese,19,38,126.5,yes,no,no,yes,0,0,18,0,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,Graduate,Intermediate Level Technicians and Professions,Unskilled Workers
1,17,3,Veterinary Nursing,daytime,Secondary education,120.0,Portuguese,37,38,111.3,no,no,no,yes,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Unskilled Workers,Unskilled Workers
1,1,2,Nursing,daytime,Secondary education,130.0,Portuguese,1,1,125.1,yes,no,no,yes,0,0,18,0,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06,Graduate,Administrative staff,Intermediate Level Technicians and Professions
1,1,2,Nursing,daytime,Secondary education,141.0,Portuguese,37,37,126.3,yes,no,no,yes,0,0,19,0,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,1,19,142.2,yes,no,no,yes,0,0,18,0,0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74,Graduate,Administrative staff,Unskilled Workers
1,1,1,Advertising and Marketing Management,daytime,Secondary education,113.0,Portuguese,37,19,110.2,yes,no,no,yes,0,0,22,0,0,5,7,3,12.666666666666666,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,Unskilled Workers
1,17,4,Nursing,daytime,Secondary education,135.0,Portuguese,1,1,127.0,yes,no,no,yes,0,0,18,0,0,7,7,7,14.424285714285714,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate,Administrative staff,Administrative staff
1,1,1,Social Service,daytime,Secondary education,137.0,Portuguese,3,1,128.6,no,no,no,yes,0,1,18,0,0,6,7,6,13.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate,Administrative staff,Unskilled Workers
4,39,1,Management (evening attendance),evening,Secondary education,133.1,Portuguese,37,37,130.4,no,no,no,yes,0,0,30,0,0,5,10,3,10.666666666666666,0,0,5,8,5,10.4,0,12.7,3.7,-1.7,Enrolled,Unskilled Workers,Unskilled Workers
2,43,1,Social Service,daytime,Other - 11th year of schooling,100.0,Portuguese,37,37,134.4,no,no,no,yes,0,0,34,0,9,16,20,14,12.071428571428571,1,11,13,13,11,12.272727272727272,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,39,1,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,37,37,100.0,no,no,no,yes,0,0,38,0,0,6,10,3,10.25,0,0,6,7,1,12.0,0,13.9,-0.3,0.79,Dropout,Unskilled Workers,Unskilled Workers
1,1,1,Nursing,daytime,Secondary education,142.0,Portuguese,37,19,133.0,yes,no,no,yes,0,1,19,0,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,17,3,Basic Education,daytime,Secondary education,140.0,Portuguese,38,38,126.7,yes,no,no,yes,0,0,19,0,0,6,9,5,12.4,0,0,6,10,3,10.666666666666666,0,10.8,1.4,1.74,Dropout,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen"
1,43,1,Journalism and Communication,daytime,Secondary education,129.0,Portuguese,1,1,129.0,no,no,no,no,0,0,21,0,0,6,7,6,12.0,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Dropout,Administrative staff,Installation and Machine Operators and Assembly Workers
1,17,1,Journalism and Communication,daytime,Secondary education,141.0,Portuguese,2,3,133.7,yes,no,no,yes,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
1,17,5,Veterinary Nursing,daytime,Secondary education,118.0,Portuguese,1,38,122.2,yes,no,no,yes,0,1,20,0,0,6,7,6,15.428571428571429,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,5,Management,daytime,Secondary education,131.0,Portuguese,37,38,128.9,no,no,no,yes,0,1,18,0,0,5,7,5,11.6,0,0,5,11,5,11.4,4,16.2,0.3,-0.92,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,3,Communication Design,daytime,Secondary education,161.0,Portuguese,38,37,154.4,yes,no,no,yes,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,7,1,Oral Hygiene,daytime,Higher education - bachelor's degree,130.0,Portuguese,37,37,130.0,yes,no,no,yes,0,1,36,0,0,7,9,1,9.8,0,0,7,7,0,0.0,0,12.7,3.7,-1.7,Dropout,Unskilled Workers,Unskilled Workers
1,17,4,Management,daytime,Secondary education,121.0,Portuguese,38,37,113.0,yes,no,no,yes,0,1,18,0,0,5,12,4,10.714285714285714,0,0,5,9,4,11.0,0,13.9,-0.3,0.79,Graduate,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen"
1,43,1,Equinculture,daytime,Frequency of higher education,133.1,Portuguese,1,29,123.3,yes,no,no,yes,0,1,21,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Administrative staff,Other Situation
1,44,1,Equinculture,daytime,Technological specialization course,130.0,Portuguese,1,3,130.0,yes,no,yes,yes,0,1,21,0,1,6,13,3,12.333333333333334,0,1,6,12,1,13.0,0,13.9,-0.3,0.79,Dropout,Unskilled Workers,Specialists in Intellectual and Scientific Activities
1,15,1,Veterinary Nursing,daytime,Secondary education,133.1,Brazilian,3,3,101.3,no,no,no,yes,0,0,18,1,0,6,13,6,13.0,0,0,6,15,6,12.25,0,11.1,0.6,2.02,Graduate,Administrative staff,Specialists in Intellectual and Scientific Activities
1,17,6,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,1,14,113.7,yes,no,no,yes,0,0,18,0,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Graduate,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,1,2,Nursing,daytime,Secondary education,140.0,Portuguese,38,38,138.8,yes,no,no,yes,0,0,19,0,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
2,39,1,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,37,19,140.0,no,no,yes,yes,0,0,29,0,0,6,11,5,12.6,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Administrative staff
1,44,1,Management,daytime,Technological specialization course,130.0,Portuguese,19,1,130.0,no,no,no,yes,0,1,20,0,4,7,8,7,13.0,0,2,5,5,5,13.4,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Intermediate Level Technicians and Professions
1,17,2,Nursing,daytime,Secondary education,140.0,Portuguese,37,37,132.5,yes,no,no,yes,0,0,18,0,0,7,7,6,14.316666666666668,0,0,7,7,6,14.316666666666668,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Veterinary Nursing,daytime,Secondary education,124.0,Portuguese,2,1,117.4,yes,no,no,yes,0,0,19,0,0,5,7,4,12.75,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate,Administrative staff,Armed Forces Professions
1,1,3,Management,daytime,Secondary education,115.0,Portuguese,1,38,109.8,yes,no,no,yes,0,1,19,0,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers
1,39,1,Social Service (evening attendance),evening,Secondary education,100.0,Portuguese,12,5,116.5,no,no,yes,no,0,0,37,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,Unskilled Workers,Administrative staff
1,1,2,Veterinary Nursing,daytime,Secondary education,162.0,Portuguese,37,1,165.2,yes,no,no,yes,0,1,18,0,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Basic Education,daytime,Secondary education,121.0,Portuguese,19,19,113.0,yes,no,no,yes,0,0,21,0,0,6,9,5,12.4,0,0,6,11,1,11.0,0,12.7,3.7,-1.7,Dropout,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Social Service,daytime,Secondary education,125.0,Portuguese,1,38,123.3,no,no,no,yes,0,1,19,0,0,6,8,6,11.5,0,0,6,7,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Other administrative support staff,Fixed plant and machine operators
1,17,2,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,3,1,116.7,no,no,no,yes,0,0,19,0,0,5,5,5,13.4,0,0,5,5,5,14.0,0,9.4,-0.8,-3.12,Graduate,Intermediate Level Technicians and Professions,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
2,39,1,Management (evening attendance),evening,Technological specialization course,140.0,Portuguese,38,19,110.0,no,no,no,yes,0,1,35,0,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
2,39,1,Nursing,daytime,Secondary education,133.1,Portuguese,37,38,118.9,no,no,no,yes,0,0,30,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,43,2,Journalism and Communication,daytime,Secondary education,120.0,Portuguese,34,34,103.6,yes,no,no,yes,0,0,27,0,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,Dropout,Student,Student
2,1,1,Tourism,daytime,Secondary education,136.0,Portuguese,37,37,122.7,no,no,no,yes,0,1,45,0,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,Dropout,Unskilled Workers,Unskilled Workers
2,39,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,38,38,113.5,no,no,no,yes,0,1,50,0,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Unskilled Workers
4,42,1,Management,daytime,Secondary education,110.0,Portuguese,37,37,128.2,no,no,no,yes,0,0,41,0,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Unskilled Workers
1,43,1,Nursing,daytime,Secondary education,120.0,Portuguese,37,37,120.0,yes,no,no,yes,0,0,26,0,0,7,8,6,12.0,0,0,7,8,6,12.0,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,39,1,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,37,37,130.0,no,no,no,yes,0,0,44,0,0,6,10,1,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Unskilled Workers,Unskilled Workers
5,7,1,Management,daytime,Higher education - degree (1st cycle),110.0,Portuguese,37,37,110.0,no,no,no,yes,0,0,23,0,10,15,15,13,10.923076923076923,0,5,10,10,7,11.142857142857142,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,Unskilled Workers
1,51,1,Biofuel Production Technologies,daytime,Secondary education,130.0,Portuguese,19,19,117.7,no,no,no,yes,0,0,34,0,10,12,12,10,12.0,0,5,10,11,5,11.0,0,11.1,0.6,2.02,Dropout,Unskilled Workers,Unskilled Workers
1,1,1,Management,daytime,Secondary education,102.0,Portuguese,38,38,99.6,yes,no,no,yes,0,1,21,0,0,5,10,5,13.714285714285714,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Unskilled Workers
1,43,3,Management,daytime,Secondary education,127.0,Angolan,3,37,117.9,yes,no,no,yes,0,0,22,1,0,5,8,1,10.0,0,0,5,8,2,13.0,0,7.6,2.6,0.32,Dropout,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
4,39,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,37,37,113.0,no,no,no,yes,0,1,32,0,0,6,18,2,10.333333333333334,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,17,2,Oral Hygiene,daytime,Secondary education,137.0,Brazilian,1,1,124.4,yes,no,no,yes,0,0,20,1,0,7,8,7,12.728571428571428,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
2,7,1,Social Service (evening attendance),evening,Higher education - degree,130.0,Portuguese,35,35,140.0,no,no,no,no,0,0,59,0,10,15,22,12,13.333333333333334,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout,Other Situation,Other Situation
2,53,1,Management,daytime,Professional higher technical course,130.0,Portuguese,19,19,132.4,no,no,no,yes,0,0,30,0,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled,"Workers in food processing, woodworking, clothing and other industries and crafts",sellers
1,1,4,Tourism,daytime,Secondary education,131.0,Portuguese,38,36,124.0,yes,no,no,yes,0,1,18,0,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Unskilled Workers
2,39,1,Management (evening attendance),evening,Secondary education,162.0,Portuguese,37,37,132.0,no,no,yes,yes,1,0,25,0,0,5,8,4,11.0,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
4,43,1,Management (evening attendance),evening,Secondary education,140.0,Portuguese,37,37,149.8,no,no,no,yes,1,0,36,0,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,7,1,Oral Hygiene,daytime,Higher education - master (2nd cycle),160.0,Portuguese,38,19,160.0,no,no,no,yes,1,0,36,0,0,7,16,1,12.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout,Unskilled Workers,Unskilled Workers
1,17,6,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,38,19,114.6,no,no,no,no,1,0,19,0,0,6,9,4,11.25,0,0,6,11,3,10.166666666666666,0,10.8,1.4,1.74,Dropout,Student,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,39,1,Management (evening attendance),evening,Secondary education,150.0,Portuguese,1,37,120.0,no,no,no,yes,1,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12.0,0,9.4,-0.8,-3.12,Graduate,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,39,1,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,37,37,100.0,no,no,no,yes,1,0,35,0,17,18,20,18,11.555555555555555,0,11,13,13,13,11.615384615384617,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Social Service,daytime,Secondary education,125.0,Portuguese,1,1,128.5,no,no,no,yes,1,0,20,0,0,6,13,1,14.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,39,1,Agronomy,daytime,Secondary education,130.0,Portuguese,37,37,113.0,yes,no,no,no,1,0,35,0,0,6,17,1,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Social Service,daytime,Secondary education,170.0,Portuguese,37,37,150.8,yes,no,no,yes,0,0,27,0,0,6,13,2,11.0,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout,Student,Student
1,17,3,Nursing,daytime,Secondary education,132.0,Portuguese,19,3,130.8,yes,no,no,yes,0,0,18,0,0,8,8,7,13.68142857142857,0,0,8,8,7,13.68142857142857,0,10.8,1.4,1.74,Enrolled,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,43,1,Nursing,daytime,Secondary education,133.1,Portuguese,38,19,114.5,no,no,no,yes,0,0,23,0,0,7,11,6,12.1,0,0,7,7,6,12.616666666666667,0,16.2,0.3,-0.92,Enrolled,Unskilled Workers,Armed Forces Professions
1,17,2,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,19,1,114.8,yes,no,no,yes,0,0,19,0,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Graduate,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions
1,17,2,Nursing,daytime,Secondary education,126.0,Portuguese,37,37,126.2,yes,no,no,yes,0,1,18,0,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,39,1,Nursing,daytime,Secondary education,130.0,Portuguese,19,19,129.0,no,no,yes,no,0,0,26,0,0,7,11,4,12.86,0,0,7,10,5,11.566666666666668,0,12.4,0.5,1.79,Dropout,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Social Service,daytime,Secondary education,133.1,Portuguese,1,38,110.5,no,no,no,yes,0,0,19,0,0,6,10,6,14.25,0,0,6,7,6,14.0,0,16.2,0.3,-0.92,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,5,Nursing,daytime,Secondary education,141.0,Portuguese,38,19,132.5,yes,no,no,no,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Animation and Multimedia Design,daytime,Secondary education,138.0,Portuguese,19,19,130.7,yes,no,no,yes,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,17,1,Nursing,daytime,Secondary education,130.0,Portuguese,19,1,130.4,yes,no,no,yes,0,1,19,0,0,7,7,7,13.894285714285711,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Nursing,daytime,Secondary education,128.0,Portuguese,37,37,124.3,yes,no,no,yes,0,1,19,0,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,1,4,Veterinary Nursing,daytime,Secondary education,135.0,Portuguese,38,37,132.6,yes,no,no,yes,0,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Unskilled Workers
1,44,1,Social Service (evening attendance),evening,Technological specialization course,150.0,Portuguese,1,37,146.7,no,no,no,yes,0,1,21,0,3,6,6,6,14.666666666666666,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,3,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,1,1,130.1,yes,no,no,yes,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers"
2,43,1,Tourism,daytime,Higher education - degree,120.0,Portuguese,38,37,120.0,yes,no,no,yes,0,0,33,0,9,12,22,10,13.3,0,9,11,11,11,13.727272727272728,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Intermediate Level Technicians and Professions
1,7,1,Social Service (evening attendance),evening,Higher education - degree,120.0,Portuguese,19,37,121.3,no,no,no,yes,0,0,32,0,7,11,13,11,13.454545454545457,0,5,11,13,7,12.428571428571429,0,12.7,3.7,-1.7,Graduate,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions
1,1,6,Nursing,daytime,Secondary education,140.0,Portuguese,19,19,133.3,yes,no,no,yes,0,1,17,0,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12,Graduate,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff
2,39,1,Nursing,daytime,Secondary education,140.0,Portuguese,19,19,110.5,no,no,no,yes,0,0,31,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
2,39,1,Social Service (evening attendance),evening,Secondary education,140.0,Portuguese,19,19,102.5,no,no,no,yes,0,1,32,0,0,6,6,6,11.333333333333334,0,0,6,8,5,13.0,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,2,Veterinary Nursing,daytime,Secondary education,156.0,Portuguese,40,40,150.9,yes,no,no,yes,0,0,18,0,0,6,8,6,16.0,0,0,6,10,6,14.625,0,11.1,0.6,2.02,Dropout,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen"
1,51,1,Communication Design,daytime,Other - 11th year of schooling,133.1,Portuguese,37,19,106.6,no,no,yes,yes,0,0,31,0,2,6,8,5,11.0,0,4,6,12,6,10.166666666666666,0,8.9,1.4,3.51,Enrolled,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Tourism,daytime,Secondary education,120.0,Portuguese,1,1,118.3,no,no,no,yes,1,0,20,0,0,6,8,6,12.857142857142858,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Enrolled,Unskilled Workers,Armed Forces Professions
